polling_unit_code,state_name,lga_name,ward_name,unit_name,doc_id,slug,image_file,registered_num,accredited_num,accredit_mark,APC,PDP,LP,NNPP,total_use,presiding_officer_name_present,presiding_officer_signature_present,polling_agent_signature_present,black_stamp
09/14/04/014,CROSS RIVER,OBUDU,IPONG,NEAR MR. AGLE'S FRONTAGE,24854519,09_14_04_014_crop,09_14_04_014_24854519.gif,594.0,37.0,37.0,10.0,0.0,25.0,0.0,37.0,,,,
09/14/01/006,CROSS RIVER,OBUDU,ALEGE/UBANG,ABUASU PLAYGROUND,24854373,09_14_01_006_crop,09_14_01_006_24854373.gif,659.0,179.0,179.0,97.0,30.0,33.0,0.0,,,,,
09/03/06/008,CROSS RIVER,AKPABUYO,IKANG NORTH,PLAYGROUND ESUK OKON,24855507,09_03_06_008_crop,09_03_06_008_24855507.gif,238.0,97.0,97.0,56.0,20.0,11.0,0.0,88.0,,,,
10/04/05/009,DELTA,BURUTU,OJOBO,OMBUTUAEBE  I  -  TEITEI   P/G,24860148,10_04_05_009_crop,10_04_05_009_24860148.gif,324.0,53.0,53.0,6.0,7.0,40.0,0.0,53.0,,,,
10/07/02/002,DELTA,IKA NORTH- EAST,OWA II,"OMI PRIMARY SCHOOL, OWA - ALERO II",24857489,10_07_02_002_crop,10_07_02_002_24857489.gif,871.0,288.0,288.0,8.0,240.0,15.0,0.0,266.0,,,,
10/09/01/011,DELTA,ISOKO NORTH,IYEDE I,"PALACE JUNCTION, EKREME, OTOR - IYEDE",24857083,10_09_01_011_crop,10_09_01_011_24857083.gif,488.0,84.0,84.0,7.0,18.0,50.0,0.0,80.0,,,,
10/09/04/007,DELTA,ISOKO NORTH,OFAGBE,"OTIBIO STREET, OTIBIO, OFAGBE",24857254,10_09_04_007_crop,10_09_04_007_24857254.gif,750.0,161.0,161.0,15.0,53.0,56.0,1.0,143.0,,,,
10/20/05/002,DELTA,UGHELLI SOUTH,OLOMU  II,"AKPERHE PRIMARY SCHOOL, AKPERHE II",24862137,10_20_05_002_crop,10_20_05_002_24862137.gif,764.0,185.0,185.0,46.0,62.0,75.0,0.0,185.0,,,,
10/05/02/004,DELTA,ETHIOPE  EAST,ABRAKA  II,AJALOMI/AJALOMI  VILLAGE,24859927,10_05_02_004_crop,10_05_02_004_24859927.gif,916.0,187.0,187.0,18.0,35.0,89.0,5.0,163.0,,,,
10/19/05/024,DELTA,UGHELLI NORTH,UGHELLI  I,IGHWRE-OVIE COMMUNTY,24860845,10_19_05_024_crop,10_19_05_024_24860845.gif,149.0,85.0,85.0,0.0,1.0,82.0,1.0,83.0,,,,
10/19/04/014,DELTA,UGHELLI NORTH,OROGUN   II,"ANIE/IBIO/OSSA/IKOROBIE STREET/OBIOGO HALL, EMONU",24860867,10_19_04_014_crop,10_19_04_014_24860867.gif,706.0,175.0,175.0,100.0,15.0,33.0,1.0,153.0,,,,
10/22/02/026,DELTA,UVWIE,EFFURUN  II,BESIDE HOTEL DE MARK,24858061,10_22_02_026_crop,10_22_02_026_24858061.gif,293.0,141.0,141.0,0.0,16.0,109.0,0.0,116.0,,,,
10/24/09/013,DELTA,WARRI SOUTH,IGBUDU,"OGBEDENGBE PRIMARY SCHOOL, OGBEDENGBE STREET II",24859432,10_24_09_013_crop,10_24_09_013_24859432.gif,1701.0,140.0,140.0,9.0,2.0,121.0,3.0,140.0,,,,
10/13/02/008,DELTA,OKPE,OVIRI - OKPE,"OKORODUDU   PRIMARY SCHOOL, OVIRI - OKPE VI",24858478,10_13_02_008_crop,10_13_02_008_24858478.gif,331.0,0.0,0.0,41.0,65.0,10.0,0.0,,,,,
10/25/04/016,DELTA,WARRI SOUTH  WEST,GBARAMATU,KOKODIAGBENE   TOWN  HALL,24857837,10_25_04_016_crop,10_25_04_016_24857837.gif,750.0,64.0,64.0,6.0,28.0,25.0,1.0,62.0,1.0,1.0,0.0,1
10/02/04/011,DELTA,ANIOCHA - SOUTH,UBULU - UKU I,"ANIOMA SQUARE, ANIOMA QUARTERS",24859764,10_02_04_011_crop,10_02_04_011_24859764.gif,96.0,11.0,11.0,0.0,11.0,0.0,0.0,11.0,,,,
11/03/01/012,EBONYI,AFIKPO  SOUTH,AMAEKE EKOLI,AMAEKE VILLAGE SQUARE II,24864552,11_03_01_012_crop,11_03_01_012_24864552.gif,669.0,77.0,77.0,0.0,0.0,77.0,0.0,77.0,,,,
11/11/06/014,EBONYI,OHAOZARA,OKPOSI OKWU,OGUDU ICHIKARA VILLAGE SQUARE,24865101,vm_11_11_06_014_crop,11_11_06_014_24865101.gif,750.0,117.0,117.0,11.0,0.0,85.0,1.0,101.0,,,,
11/06/06/005,EBONYI,EZZA SOUTH,AMUZU,OGEWEKWE VILLAGE SQUARE HALL II,24862237,11_06_06_005_crop,11_06_06_005_24862237.gif,899.0,174.0,174.0,25.0,6.0,124.0,1.0,,,,,
11/13/04/006,EBONYI,ONICHA,EBIA OSHIRI,EBIA CENTRAL SCHOOL,24863527,11_13_04_006_crop,11_13_04_006_24863527.gif,163.0,48.0,48.0,4.0,5.0,103.0,3.0,116.0,,,,
11/07/15/007,EBONYI,IKWO,NDIAGU ECHARA II,NWODE MARKET SQUARE,24863199,11_07_15_007_crop,11_07_15_007_24863199.gif,822.0,212.0,212.0,21.0,16.0,124.0,0.0,172.0,,,,
11/02/12/008,EBONYI,AFIKPO NORTH,UWANA AFIKPO II,OKOKOBUCHA AMAEKWU,24863978,11_02_12_008_crop,11_02_12_008_24863978.gif,92.0,44.0,44.0,4.0,4.0,27.0,0.0,36.0,,,,
11/07/02/013,EBONYI,IKWO,ECHIALIKE,NDIOVA ECHIALIKE VILLAGE SQUARE,24863216,11_07_02_013_crop,11_07_02_013_24863216.gif,359.0,95.0,95.0,20.0,14.0,46.0,0.0,86.0,,,,
11/09/07/001,EBONYI,IVO,NDIOKORO UKWU,NDIOKORO UKWU PRIMARY SCHOOL,24862981,11_09_07_001_crop,11_09_07_001_24862981.gif,591.0,118.0,118.0,23.0,9.0,76.0,0.0,112.0,,,,
11/04/03/010,EBONYI,EBONYI,AGALEGU,OBVUDU PLAY GROUND,24864473,11_04_03_010_crop,11_04_03_010_24864473.gif,61.0,23.0,23.0,3.0,3.0,15.0,0.0,21.0,,,,
11/10/02/001,EBONYI,IZZI,AGBAJA ANYANWUIGWE,COMMUNITY HEALTH CENTRE,24864895,11_10_02_001_crop,11_10_02_001_24864895.gif,954.0,319.0,319.0,102.0,0.0,197.0,0.0,310.0,1.0,1.0,0.0,0
11/01/01/016,EBONYI,ABAKALIKI,ABAKPA,LOT 2 INTERNATIONAL MKT,24862454,11_01_01_016_crop,11_01_01_016_24862454.gif,61.0,21.0,21.0,3.0,0.0,111.0,0.0,116.0,,,,
11/06/05/017,EBONYI,EZZA SOUTH,AMUDO/OKOFFIA,NWEKE AGBAKORO MARKET SQ,24862308,11_06_05_017_crop,11_06_05_017_24862308.gif,128.0,89.0,89.0,3.0,0.0,69.0,0.0,76.0,1.0,1.0,1.0,0
11/10/11/015,EBONYI,IZZI,MGBALAUKWU INYIMAGU I,ORU JUNCTION,24865062,11_10_11_015_crop,11_10_11_015_24865062.gif,14.0,8.0,8.0,2.0,0.0,0.0,0.0,8.0,,,,
12/09/02/003,EDO,ETSAKO  WEST,AUCHI I,HAUSA QRTS - UCHI P/S,24866035,12_09_02_003_crop,12_09_02_003_24866035.gif,750.0,158.0,158.0,111.0,14.0,27.0,0.0,150.0,,,,
12/05/01/013,EDO,ESAN SOUTH EAST,EWOHIMI I,"DISTRICT CUSTOMARY COURT, EWOHIMI.",24868161,12_05_01_013_crop,12_05_01_013_24868161.gif,475.0,117.0,117.0,21.0,16.0,88.0,0.0,,,,,
12/12/01/064,EDO,OREDO,OGBE,"OPEN SPACE, CONCORD ROAD JUNCTION OFF COLLEGE RD",24866985,12_12_01_064_crop,12_12_01_064_24866985.gif,68.0,38.0,38.0,3.0,0.0,34.0,0.0,38.0,,,,
12/09/10/022,EDO,ETSAKO  WEST,UZAIRUE NORTH EAST,"AFOWA  MIXED S/S, AFOWA",24866149,12_09_10_022_crop,12_09_10_022_24866149.gif,79.0,66.0,66.0,29.0,5.0,28.0,0.0,66.0,,,,
12/07/06/011,EDO,ETSAKO CENTRAL,EKPERI I,UGBEKPE COMMUNITY MKT SQUARE,24866229,12_07_06_011_crop,12_07_06_011_24866229.gif,471.0,0.0,,93.0,22.0,49.0,0.0,166.0,,,,
12/13/05/018,EDO,ORHIONMWON,UGBOKO,"OBOZOGBE- NIRO P/SCH. , UGBOKO - NIRO  IV",24866759,12_13_05_018_crop,12_13_05_018_24866759.gif,319.0,52.0,52.0,8.0,13.0,28.0,0.0,50.0,,,,
12/08/02/009,EDO,ETSAKO EAST,WANNO I,EGBEPUI PRIMARY SCH IVIEGBEPUI II,24865813,12_08_02_009_crop,12_08_02_009_24865813.gif,552.0,300.0,300.0,51.0,150.0,70.0,0.0,271.0,,,,
12/01/01/005,EDO,AKOKO EDO,IGARRA I,"UGBOGBO, SECRETARIAT ROAD",24865534,12_01_01_005_crop,12_01_01_005_24865534.gif,642.0,189.0,189.0,49.0,45.0,82.0,0.0,183.0,,,,
12/12/05/030,EDO,OREDO,IHOGBE/ ISEKHERE/ OREOGHENE/ IBIWE/ ICE ROAD,"OLIHA I,  OLIHA PRIMARY SCHOOL VI",24867264,12_12_05_030_crop,12_12_05_030_24867264.gif,750.0,183.0,183.0,36.0,6.0,127.0,0.0,176.0,,,,
12/18/05/009,EDO,UHUNMWODE,UMAGBAE NORTH,"URHOKUOSA, OKUOSA P/SCHOOL",24869758,12_18_05_009_crop,12_18_05_009_24869758.gif,750.0,154.0,154.0,13.0,23.0,106.0,0.0,,,,,
12/01/09/015,EDO,AKOKO EDO,UNEME-NEKHUA/AKPAMA/ AIYETORO/ EKPEDO/ ERHURUN/ UNEME OSU,"UNEME-ERHUNRUN , BY C.A JOHN'S FRONTAGE II",24865587,12_01_09_015_crop,12_01_09_015_24865587.gif,1373.0,120.0,120.0,62.0,7.0,40.0,0.0,111.0,,,,
12/05/05/003,EDO,ESAN SOUTH EAST,EMU,IBHIO/EKE/OBODOGUN/EKO - OJIEMUEHIN / OBODIGBO-EMUNEKHUA PRI. SCHOOL I,24868221,12_05_05_003_crop,12_05_05_003_24868221.gif,921.0,248.0,248.0,52.0,88.0,107.0,0.0,248.0,,,,
12/13/01/012,EDO,ORHIONMWON,AIBIOKUNLA  I,"EWUARE P/S, OGAN I",24866668,12_13_01_012_crop,12_13_01_012_24866668.gif,710.0,169.0,169.0,69.0,32.0,65.0,1.0,169.0,,,,
13/09/02/005,EKITI,IJERO,"IJERO WARD  ""B""",APASO - NEAR FOLORUNSO POOL'S,24870472,13_09_02_005_crop,13_09_02_005_24870472.gif,589.0,169.0,169.0,89.0,42.0,21.0,0.0,160.0,,,,
13/06/09/001,EKITI,EMURE,OGBONTIORO  I,OPEN SPACE WITHIN AJAKA'S COMPOUND / AJAKA,24869811,13_06_09_001_crop,13_06_09_001_24869811.gif,289.0,93.0,93.0,78.0,9.0,4.0,0.0,91.0,,,,
13/01/10/026,EKITI,ADO EKITI,ADO 'J' OKESA,"OPEN SPACE OPPOSITE ORI OKE APATA NATHAN, OFF NOVA ROAD",24870184,13_01_10_026_crop,13_01_10_026_24870184.gif,24.0,12.0,12.0,8.0,0.0,3.0,0.0,12.0,,,,
13/06/09/007,EKITI,EMURE,OGBONTIORO  I,SACRED HEARTH SCHOOL / CHIEF PAUL OKE'S COMPOUND,24869810,13_06_09_007_crop,13_06_09_007_24869810.gif,234.0,75.0,75.0,41.0,28.0,3.0,0.0,73.0,,,,
13/16/11/001,EKITI,OYE,ISAN / ILAFON / ILEMESO,COMPRENSIVE PRIMARY SCHOOL - ILAFON  I,24872066,13_16_11_001_crop,13_16_11_001_24872066.gif,228.0,67.0,67.0,56.0,10.0,0.0,0.0,,,,,
13/01/13/023,EKITI,ADO EKITI,ADO 'M' FARM SETTLEMENT,"PRY. SCH. AGO ADULOJU / AGO ADUGBOKUN , ADULOJU",24870044,13_01_13_023_crop,13_01_13_023_24870044.gif,623.0,176.0,176.0,100.0,56.0,8.0,0.0,176.0,,,,
13/02/03/002,EKITI,EFON,EFON    III,ST. PATRICK'S SCH.   I - ISAJA,24871246,13_02_03_002_crop,13_02_03_002_24871246.gif,339.0,133.0,133.0,89.0,36.0,3.0,0.0,129.0,1.0,1.0,1.0,0
13/14/03/005,EKITI,ISE / ORUN,ODO ISE  III,NEAR ASAE'S HOUSE/OKE DIROKO / LOWER ASOLO,24870752,13_14_03_005_crop,13_14_03_005_24870752.gif,594.0,211.0,211.0,194.0,12.0,2.0,0.0,209.0,,,,
13/01/11/039,EKITI,ADO EKITI,ADO 'K' IRONA,OPEN SPACE AT AJILA AREA. IRONA,24870244,13_01_11_039_crop,13_01_11_039_24870244.gif,7.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,,,,
13/16/02/002,EKITI,OYE,OYE I,"IMMAM'S COMP'D , IRARE",24871975,13_16_02_002_crop,13_16_02_002_24871975.gif,452.0,142.0,142.0,95.0,26.0,11.0,0.0,136.0,,,,
13/03/09/006,EKITI,EKITI EAST,OBADORE  IV,LATE OLODA'S FRONTAGE / ODA ODO,24871673,13_03_09_006_crop,13_03_09_006_24871673.gif,612.0,317.0,317.0,154.0,161.0,0.0,0.0,317.0,,,,
13/03/10/004,EKITI,EKITI EAST,ILASA I,IREMO ST./ IREMO,24871732,13_03_10_004_crop,13_03_10_004_24871732.gif,418.0,198.0,198.0,4.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,0
13/13/11/005,EKITI,IREPODUN / IFELODUN,IYIN  II,ARIYO COMPOUND - ADUOLANIPEKUN / ARIYO,24870935,13_13_11_005_crop,13_13_11_005_24870935.gif,406.0,148.0,148.0,136.0,7.0,0.0,0.0,,,,,
14/17/04/003,ENUGU,UZO-UWANI,UKPATA,UMUEZE ANUKWULU SQUARE I,24875908,14_17_04_003_crop,14_17_04_003_24875908.gif,260.0,46.0,46.0,4.0,2.0,40.0,0.0,46.0,,,,
14/10/01/008,ENUGU,ISI UZO,IKEM I,NZUTE IGBO,24875689,14_10_01_008_crop,14_10_01_008_24875689.gif,480.0,138.0,138.0,2.0,8.0,108.0,2.0,128.0,,,,
14/03/09/034,ENUGU,ENUGU EAST,TRANS-EKULU,HILL VIEW TRANS - EKULU/BISHOP OTUBELU JUNIORATE,24875466,14_03_09_034_crop,14_03_09_034_24875466.gif,143.0,103.0,103.0,0.0,0.0,100.0,1.0,101.0,,,,
14/04/12/030,ENUGU,ENUGU NORTH,UDI SIDING/IVA VALLEY,ARIA ROAD PRIMARY SCHOOL II,24875105,14_04_12_030_crop,14_04_12_030_24875105.gif,673.0,124.0,124.0,1.0,1.0,119.0,0.0,124.0,0.0,1.0,1.0,1
14/09/09/009,ENUGU,IGBO EZE SOUTH,ITCHI/UWANI I,EKE UMUOGBU,24872916,14_09_09_009_crop,14_09_09_009_24872916.gif,62.0,37.0,37.0,0.0,1.0,35.0,0.0,36.0,,,,
14/15/10/013,ENUGU,UDENU,UDUNEDEM,COMMUNITY SECONDARY SCHOOL UMUNDU,24874299,14_15_10_013_crop,14_15_10_013_24874299.gif,60.0,34.0,34.0,2.0,1.0,25.0,0.0,,,,,
14/11/08/005,ENUGU,NKANU EAST,NKEREFI II,COMM. SCHOOL  ENUOGU,24876339,14_11_08_005_crop,14_11_08_005_24876339.gif,309.0,71.0,71.0,2.0,2.0,62.0,3.0,70.0,,,,
14/07/14/004,ENUGU,IGBO ETITI,ONYOHOR/OCHIMA/IDOHA,C.P.S. OCHIMA II,24873113,14_07_14_004_crop,14_07_14_004_24873113.gif,367.0,124.0,124.0,4.0,11.0,97.0,0.0,113.0,1.0,1.0,1.0,0
14/17/12/005,ENUGU,UZO-UWANI,NIMBO II,AMAOGBO VILLAGE SQUARE,24875876,14_17_12_005_crop,14_17_12_005_24875876.gif,384.0,63.0,63.0,2.0,6.0,47.0,0.0,61.0,,,,
14/04/06/014,ENUGU,ENUGU NORTH,OGBETTE WEST,OGBETTE PRIMARY SCHOOL II,24874927,14_04_06_014_crop,14_04_06_014_24874927.gif,822.0,158.0,158.0,0.0,0.0,152.0,2.0,154.0,,,,
14/16/18/004,ENUGU,UDI,UMULUMGBE,CENTRAL SCHOOL UWENU/AMACHALLA II,24876249,14_16_18_004_crop,14_16_18_004_24876249.gif,282.0,16.0,16.0,0.0,0.0,14.0,0.0,15.0,,,,
14/09/14/002,ENUGU,IGBO EZE SOUTH,OVOKO (UMULOLO WARD),AMEBODA VILLAGE HALL,24872928,14_09_14_002_crop,14_09_14_002_24872928.gif,1485.0,317.0,317.0,4.0,8.0,251.0,0.0,271.0,,,,
14/13/17/031,ENUGU,NSUKKA,OWERRE/UMUOYO,URBAN BOYS SEC. SCH. I,24873732,14_13_17_031_crop,14_13_17_031_24873732.gif,216.0,138.0,138.0,0.0,0.0,138.0,0.0,,,,,
15/04/11/002,GOMBE,DUKKU,ZAUNE,"SANTURAKI, DISPENSARY",24881425,15_04_11_002_crop,15_04_11_002_24881425.gif,560.0,183.0,183.0,76.0,93.0,0.0,1.0,173.0,0.0,0.0,1.0,0
15/07/02/013,GOMBE,KALTUNGO,BULE / KALTIN,"KALTIN ""B"", KALTIN   PRI. SCH.",24880269,15_07_02_013_crop,15_07_02_013_24880269.gif,731.0,202.0,202.0,106.0,76.0,11.0,1.0,198.0,,,,
15/07/05/026,GOMBE,KALTUNGO,KAMO,TENIN YIBIR PRIMARY SCH.,24880340,15_07_05_026_crop,15_07_05_026_24880340.gif,131.0,93.0,93.0,20.0,36.0,1.0,1.0,81.0,,,,
15/07/04/034,GOMBE,KALTUNGO,KALTUNGO EAST,KALEH /C/ ALGON MATERNITY,24880383,15_07_04_034_crop,15_07_04_034_24880383.gif,77.0,37.0,37.0,0.0,18.0,4.0,0.0,24.0,,,,
15/07/08/003,GOMBE,KALTUNGO,TULA - YIRI,"BWANE, K. M/ KMA",24880114,15_07_08_003_crop,15_07_08_003_24880114.gif,509.0,136.0,136.0,17.0,77.0,34.0,3.0,134.0,,,,
15/11/04/037,GOMBE,YALMALTU/ DEBA,HINNA,"KUKAWA II, KUKAWA PRI. SCH.",24882066,15_11_04_037_crop,15_11_04_037_24882066.gif,580.0,206.0,206.0,30.0,178.0,0.0,0.0,200.0,,,,
15/07/09/003,GOMBE,KALTUNGO,TUNGO,"LIMDE  ""A"", PRI. SCH.",24880250,15_07_09_003_rotate_failure,15_07_09_003_24880250.gif,728.0,177.0,177.0,,,,,,,,,
15/04/06/021,GOMBE,DUKKU,MALALA,"BAKAU TAMBAJAM, KOFAR SARKI",24881166,15_04_06_021_rotate_failure,15_04_06_021_24881166.gif,409.0,144.0,144.0,,,,,,,,,
15/05/06/010,GOMBE,FUNAKAYE,JILLAHI,"JARKUM, KOFAR JAURO",24880833,15_05_06_010_crop,15_05_06_010_24880833.gif,249.0,65.0,65.0,28.0,27.0,0.0,6.0,64.0,,,,
15/05/02/012,GOMBE,FUNAKAYE,BAGE,"MANAWASHI, KOFAR JAURO",24880957,15_05_02_012_crop,15_05_02_012_24880957.gif,373.0,115.0,115.0,49.0,61.0,0.0,0.0,111.0,,,,
15/02/02/005,GOMBE,BALANGA,BANGU,"YOBUYO, K. ALI G.",24880644,15_02_02_005_crop,15_02_02_005_24880644.gif,379.0,159.0,159.0,33.0,28.0,1.0,0.0,62.0,,,,
15/07/03/028,GOMBE,KALTUNGO,KALTUNGO WEST,"MAHAUTA, K. SARKIN PAWA",24880438,15_07_03_028_crop,15_07_03_028_24880438.gif,585.0,151.0,151.0,45.0,94.0,19.0,2.0,,,,,
15/01/01/023,GOMBE,AKKO,AKKO,TUDU WADA - K/JAURO UBAN-DOMA,24879261,15_01_01_023_crop,15_01_01_023_24879261.gif,342.0,180.0,180.0,33.0,137.0,0.0,1.0,,,,,
16/19/06/001,IMO,OKIGWE,EZINACHI,EZINACHI CENTRAL SCHOOL I,24886863,16_19_06_001_crop,16_19_06_001_24886863.gif,680.0,97.0,97.0,3.0,3.0,91.0,0.0,97.0,1.0,0.0,1.0,1
16/18/04/006,IMO,OHAJI EGBEMA,EGBEMA 'B',UKWUGBA VILLAGE SQUARE II,24887971,16_18_04_006_crop,16_18_04_006_24887971.gif,750.0,121.0,121.0,13.0,1.0,105.0,0.0,121.0,,,,
16/08/01/012,IMO,IKEDURU,AKABO,AKABO HIGH SCHOOL,24884219,16_08_01_012_crop,16_08_01_012_24884219.gif,750.0,0.0,,,,,,,,,,
16/19/06/002,IMO,OKIGWE,EZINACHI,UBAHU VILLAGE SQUARE,24886866,16_19_06_002_crop,16_19_06_002_24886866.gif,363.0,41.0,41.0,2.0,4.0,35.0,0.0,,,,,
16/07/08/004,IMO,IHITTE UBOMA,OKATA,NDIUHUALA HALL,24884577,16_07_08_004_crop,16_07_08_004_24884577.gif,504.0,217.0,217.0,3.0,3.0,128.0,0.0,135.0,0.0,1.0,1.0,1
16/01/01/032,IMO,ABOH MBAISE,ENYIOGUGU,UMUOSI SQUARE-UMUOYE,24884058,16_01_01_032_crop,16_01_01_032_24884058.gif,12.0,0.0,,0.0,2.0,7.0,0.0,9.0,,,,
16/02/09/015,IMO,AHIAZU MBAISE,MPAM,UMUOKEOKPA HALL,24885870,16_02_09_015_crop,16_02_09_015_24885870.gif,308.0,0.0,,0.0,8.0,62.0,0.0,72.0,,,,
16/25/06/012,IMO,OWERRI MUNICIPAL,AZUZI II,170 TETLOW RD.,24884729,16_25_06_012_crop,16_25_06_012_24884729.gif,56.0,31.0,31.0,0.0,3.0,26.0,1.0,30.0,,,,
16/22/07/003,IMO,ORSU,ORSU IHITEUKWA,UNION PRIM. SCH. UMUNAMA,24884979,16_22_07_003_crop,16_22_07_003_24884979.gif,914.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1
16/02/06/012,IMO,AHIAZU MBAISE,AMUZI/IHENWORIE,CENTRAL SCHOOL OGWAMA,24885839,16_02_06_012_crop,16_02_06_012_24885839.gif,652.0,123.0,123.0,14.0,19.0,85.0,0.0,119.0,1.0,1.0,1.0,0
16/08/01/007,IMO,IKEDURU,AKABO,COMMUNITY SCHOOL AKABO,24884209,16_08_01_007_crop,16_08_01_007_24884209.gif,849.0,173.0,173.0,2.0,0.0,162.0,1.0,168.0,,,,
16/02/08/014,IMO,AHIAZU MBAISE,OBOHIA/EKWEREAZU,UMUOFEZI TOWN HALL,24885818,16_02_08_014_crop,16_02_08_014_24885818.gif,504.0,0.0,,1.0,14.0,84.0,3.0,107.0,,,,
16/01/10/003,IMO,ABOH MBAISE,UMUHU,UMUKABIA HALL,24884170,16_01_10_003_crop,16_01_10_003_24884170.gif,744.0,154.0,154.0,2.0,22.0,125.0,0.0,151.0,,,,
17/27/04/003,JIGAWA,YANKWASHI,GWARTA,RAUDA GABAS/ PRI. SCH.,24893093,17_27_04_003_crop,17_27_04_003_24893093.gif,711.0,280.0,280.0,183.0,94.0,0.0,0.0,277.0,,,,
17/11/02/006,JIGAWA,GWARAM,DINGAYA,KOFAR  MAIUNGUWA/BANGON  AUYAKAWA,24892837,17_11_02_006_crop,17_11_02_006_24892837.gif,940.0,400.0,400.0,66.0,243.0,0.0,87.0,397.0,,,,
17/02/10/003,JIGAWA,BABURA,KYAMBO,GATUTA/GATUTA,24891250,17_02_10_003_crop,17_02_10_003_24891250.gif,432.0,265.0,265.0,121.0,111.0,1.0,29.0,264.0,1.0,1.0,1.0,0
17/15/08/007,JIGAWA,KAFIN HAUSA,MEZAN,GULUGULUN PRI. SCH.,24890522,17_15_08_007_crop,17_15_08_007_24890522.gif,666.0,256.0,256.0,99.0,56.0,4.0,63.0,236.0,,,,
17/07/03/017,JIGAWA,GARKI,GARKI,MODEL PS,24889744,17_07_03_017_crop,17_07_03_017_24889744.gif,72.0,42.0,42.0,16.0,14.0,1.0,9.0,41.0,,,,
17/09/03/003,JIGAWA,GUMEL,DANTANOMA,DANTANOMA  JIKIN INJI NIKA,24889590,17_09_03_003_crop,17_09_03_003_24889590.gif,947.0,0.0,,57.0,117.0,0.0,121.0,305.0,,,,
17/20/01/010,JIGAWA,MAIGATARI,BALARABE,BOSUWA PRI. SCH. BOSUWA II,24893273,17_20_01_010_crop,17_20_01_010_24893273.gif,814.0,430.0,430.0,142.0,240.0,0.0,23.0,415.0,,,,
17/14/11/015,JIGAWA,JAHUN,KANWA,TUNUBU,24890237,17_14_11_015_crop,17_14_11_015_24890237.gif,641.0,409.0,409.0,220.0,152.0,0.0,10.0,398.0,1.0,1.0,1.0,0
17/06/06/027,JIGAWA,DUTSE,KACHI,"LOCAL GOVT SERVICE COMMISSION,",24889019,17_06_06_027_crop,17_06_06_027_24889019.gif,121.0,64.0,64.0,14.0,35.0,5.0,8.0,64.0,1.0,0.0,1.0,1
17/16/05/002,JIGAWA,KAUGAMA,HADIN,HADIN PRI. SCH./HADIN  II,24892643,17_16_05_002_crop,17_16_05_002_24892643.gif,841.0,353.0,353.0,200.0,100.0,0.0,14.0,339.0,,,,
17/03/10/008,JIGAWA,BIRNIN KUDU,WURNO,GARGADI P.S,24891764,17_03_10_008_crop,17_03_10_008_24891764.gif,518.0,140.0,140.0,59.0,95.0,1.0,0.0,159.0,1.0,0.0,1.0,1
17/21/08/009,JIGAWA,MALAM MADORI,SHAIYA,GIDAN MAIGARI/ZARO YAMMA,24891791,17_21_08_009_crop,17_21_08_009_24891791.gif,807.0,335.0,335.0,143.0,183.0,2.0,6.0,,,,,
17/17/04/003,JIGAWA,KAZAURE,DANDI,BALLAMI / BALLAMI,24892490,17_17_04_003_crop,17_17_04_003_24892490.gif,485.0,176.0,176.0,95.0,62.0,0.0,2.0,160.0,,,,
18/17/05/006,KADUNA,LERE,LERE,UNG.SARKIN PAWA/ DISPENSARY,24900166,18_17_05_006_crop,18_17_05_006_24900166.gif,750.0,251.0,251.0,147.0,189.0,0.0,20.0,359.0,,,,
18/14/01/025,KADUNA,KAURU,KAURU WEST,ANGUWA MAKERA,24895365,18_14_01_025_crop,18_14_01_025_24895365.gif,504.0,182.0,182.0,36.0,65.0,21.0,9.0,132.0,,,,
18/08/12/011,KADUNA,KACHIA,KURMIN MUSA,GIDAN JABIR PRIMARY SCHOOL,24893887,18_08_12_011_crop,18_08_12_011_24893887.gif,976.0,273.0,273.0,62.0,58.0,100.0,1.0,212.0,0.0,0.0,1.0,0
18/23/11/023,KADUNA,ZARIA,WUCICCIRI,ZAKARA B/K/G MUNTARI,24896794,18_23_11_023_crop,18_23_11_023_24896794.gif,189.0,159.0,159.0,79.0,68.0,0.0,9.0,156.0,,,,
18/14/01/027,KADUNA,KAURU,KAURU WEST,ANG. SARKI DANMAKOGI,24895344,18_14_01_027_crop,18_14_01_027_24895344.gif,442.0,190.0,190.0,91.0,57.0,10.0,1.0,177.0,,,,
18/11/03/019,KADUNA,KAGARKO,KUSHE,LEA PRIMARY SCHOOL UNG. JEKADA,24900724,18_11_03_019_crop,18_11_03_019_24900724.gif,750.0,157.0,157.0,21.0,58.0,53.0,1.0,134.0,,,,
18/06/07/004,KADUNA,JABA,DADDU,UNG. KYARI/ UNG. SARKI,24893428,18_06_07_004_crop,18_06_07_004_24893428.gif,750.0,215.0,215.0,7.0,81.0,104.0,14.0,215.0,,,,
18/03/06/006,KADUNA,GIWA,YAKAWADA,"UNG. BAKETSARI I, II, III & NASARAWA I, II/ UNG. BARCBAKI",24898173,18_03_06_006_crop,18_03_06_006_24898173.gif,750.0,124.0,124.0,31.0,77.0,12.0,2.0,122.0,,,,
